event1_all_repo_name,event2_all_repo_name,count
golang/go,rust-lang/rust,5
nodejs/node,TryGhost/Ghost,5
erikras/redux-form,DefinitelyTyped/DefinitelyTyped,5
react-bootstrap/react-bootstrap,yarnpkg/yarn,5
DefinitelyTyped/DefinitelyTyped,facebook/jest,5
angular/material,angular/angular,5
facebookincubator/create-react-app,zeit/next.js,5
DefinitelyTyped/DefinitelyTyped,electron/electron,5
yarnpkg/yarn,request/request,5
nodejs/node,facebook/jest,5
golang/go,spf13/hugo,5
zeit/next.js,facebookincubator/create-react-app,5
DefinitelyTyped/DefinitelyTyped,npm/npm,5
rollup/rollup,webpack/webpack,5
sequelize/sequelize,Microsoft/vscode,5
kubernetes/minikube,golang/go,5
ReactTraining/react-router,facebook/react-native,5
DefinitelyTyped/DefinitelyTyped,AngularClass/angular2-webpack-starter,5
babel/babel,react-bootstrap/react-bootstrap,5
react-toolbox/react-toolbox,webpack/webpack,5
mochajs/mocha,yarnpkg/yarn,5
yarnpkg/yarn,reactjs/redux,5
facebook/react,babel/babel-preset-env,5
npm/npm,facebook/jest,5
Microsoft/TypeScript,reactjs/redux,5
creationix/nvm,yarnpkg/yarn,4
eslint/eslint,creationix/nvm,4
coreos/rkt,docker/docker,4
avajs/ava,npm/npm,4
graphql/graphql-js,facebook/relay,4
spring-projects/spring-framework,spring-projects/spring-boot,4
emberjs/ember.js,Microsoft/TypeScript,4
NativeScript/NativeScript,angular/angular,4
bvaughn/react-virtualized,ReactTraining/react-router,4
vuejs-templates/webpack,vuejs/vuex,4
vuejs/vue-hackernews-2.0,vuejs/vue-cli,4
chentsulin/electron-react-boilerplate,babel/babel,4
mochajs/mocha,nodejs/node,4
vuejs/vue-resource,ElemeFE/element,4
zeit/next.js,facebook/react,4
reactjs/redux,mxstbr/react-boilerplate,4
coreos/etcd,coreos/rkt,4
mxstbr/react-boilerplate,kriasoft/react-starter-kit,4
zeit/hyper,facebook/flow,4
babel/babel,avajs/ava,4
ReactiveX/RxJava,google/dagger,4
react-toolbox/react-toolbox,babel/babel,4
Carthage/Carthage,Alamofire/Alamofire,4
facebook/react,DefinitelyTyped/DefinitelyTyped,4
mochajs/mocha,DefinitelyTyped/DefinitelyTyped,4
Microsoft/vscode,vuejs/vue-router,4
kubernetes/kubernetes,containous/traefik,4
fastlane/fastlane,hackiftekhar/IQKeyboardManager,4
mxstbr/react-boilerplate,reactjs/redux,4
yarnpkg/yarn,vuejs/vue,4
facebook/flow,callemall/material-ui,4
vuejs-templates/webpack,vuejs/vue-cli,4
rethinkdb/rethinkdb,yarnpkg/yarn,4
facebook/flow,facebook/relay,4
AngularClass/angular2-webpack-starter,Microsoft/vscode,4
rollup/rollup,driftyco/ionic,4
twbs/bootstrap,FortAwesome/Font-Awesome,4
webpack/webpack,callemall/material-ui,4
facebook/react,react-bootstrap/react-bootstrap,4
neovim/neovim,tmux/tmux,4
react-bootstrap/react-bootstrap,facebook/react,4
mitchellh/vagrant,kubernetes/kubernetes,4
lodash/lodash,nodejs/node,4
babel/babel,airbnb/enzyme,4
babel/babel,react-toolbox/react-toolbox,4
hashicorp/terraform,ansible/ansible,4
coreos/rkt,kubernetes/minikube,4
FortAwesome/Font-Awesome,twbs/bootstrap,4
fastlane/fastlane,Alamofire/Alamofire,4
ReactTraining/react-router,facebook/flow,4
Microsoft/TypeScript,systemjs/systemjs,4
eslint/eslint,lodash/lodash,4
facebook/relay,facebook/flow,4
facebook/flow,reactjs/redux,4
nodejs/node,feross/standard,4
Khan/aphrodite,facebookincubator/create-react-app,4
kubernetes/minikube,coreos/rkt,4
docker/docker,coreos/rkt,4
infinitered/ignite,airbnb/react-native-maps,4
zeit/hyper,electron/electron,4
yarnpkg/yarn,BurntSushi/ripgrep,4
ReactTraining/react-router,zeit/next.js,4
babel/babel-preset-env,yarnpkg/yarn,4
atom/atom,gogits/gogs,4
lerna/lerna,npm/npm,4
vuejs/vue,yarnpkg/yarn,4
yarnpkg/yarn,meteor/meteor,4
koajs/koa,Microsoft/vscode,4
expressjs/express,yarnpkg/yarn,4
Microsoft/vscode,ReactiveX/rxjs,4
npm/npm,facebook/flow,4
